Skin	Heart	Brain	Muscle	Spleen	Adipose	Thyroid	Colon	Lung	Liver	Pituitary	Adrenal
HAPLN3	0	0	0	0	1	0	0	0	0	0	0	0
ADAMTSL5	0	0	0	0	0	0	0	-1	0	0	1	0
LAPTM5	-1	0	0	-1	0	0	0	0	0	0	0	0
STMND1	0	0	0	0	0	0	0	-1	0	0	0	0
PPP1R9B	0	0	0	0	0	0	0	0	1	0	0	0
CUEDC1	0	0	0	0	1	0	0	0	0	0	0	1
FBXO32	0	0	0	0	-1	0	0	0	0	0	0	0
NCKAP1L	-1	0	0	0	0	0	-1	0	0	0	1	0
SP3	0	0	0	0	0	0	0	0	0	0	-1	0
LSMEM1	0	0	0	1	0	0	0	0	0	0	0	0
BTC	0	0	0	0	0	1	0	0	0	0	0	0
PPP6R2	0	0	0	0	0	0	0	0	0	0	0	1
ZNF688	0	0	0	0	0	0	0	0	0	0	0	1
FAM117B	0	0	0	0	0	0	0	0	0	0	-1	0
HIPK2	0	0	0	0	0	0	1	0	0	0	0	0
SCYL1	0	0	0	0	1	0	0	0	0	0	0	0
OSTF1	0	0	0	0	0	0	0	0	0	0	1	0
NOP16	0	0	0	0	0	-1	0	0	0	0	0	0
EPDR1	0	0	0	0	0	-1	0	0	0	0	0	0
FBXO28	0	0	0	0	0	-1	0	0	0	0	0	0
PARM1	0	0	0	0	0	0	0	0	0	0	0	-1
CLIC5	0	0	0	1	0	0	0	0	0	0	0	0
SLC6A11	0	0	-1	0	0	0	0	0	0	0	0	0
TCEANC	0	0	0	0	0	0	0	0	0	0	-1	0
FBXL7	0	0	0	0	0	0	0	0	0	0	1	0
TMEM199	0	0	0	0	0	-1	0	0	0	0	0	0
SOAT1	0	0	0	-1	0	-1	0	0	0	0	0	0
TTLL7	0	0	0	0	0	0	0	0	0	0	-1	0
C4orf46	0	0	0	0	0	0	0	0	0	0	-1	0
ETFDH	0	0	0	0	0	0	0	0	0	0	-1	0
PVALB	0	0	0	0	0	0	1	0	0	0	0	0
PRKAR2B	-1	0	0	0	0	0	0	0	0	0	0	0
SRBD1	0	0	0	0	0	0	0	0	0	0	-1	0
NTN4	0	0	0	0	0	1	0	0	0	0	0	0
LDAH	0	0	0	0	0	0	0	0	0	0	0	-1
CXCR4	0	0	0	0	0	1	0	0	0	0	1	0
ARF5	0	0	0	0	1	0	0	0	0	0	0	0
PLEKHH1	0	1	0	0	0	-1	0	0	0	0	0	0
MAN1A2	0	0	0	0	0	0	0	0	0	0	0	-1
C19orf66	0	0	0	0	0	0	0	0	0	0	0	1
DISC1	0	0	0	-1	0	0	0	0	0	0	0	0
CYB561	1	0	0	0	1	0	0	0	0	0	0	0
RANBP2	0	0	0	0	0	0	0	0	0	0	0	-1
EPHB3	0	0	1	0	0	0	0	0	0	0	0	0
MGMT	0	1	0	0	1	0	0	0	0	0	1	0
ARNT2	0	0	0	0	0	0	0	0	0	0	1	0
LCORL	0	0	0	0	0	0	0	0	0	0	-1	0
AGBL1	0	0	0	1	0	0	0	0	0	0	0	0
DYRK2	0	0	0	1	0	0	0	0	0	0	0	0
HINT3	0	0	0	0	0	0	0	0	0	0	0	-1
KLF13	0	0	0	0	0	0	0	0	0	0	0	1
PHTF2	0	0	0	0	0	0	0	0	0	0	-1	0
NFATC4	0	0	0	0	1	0	0	0	0	0	1	0
BCAR1	0	0	0	0	1	0	0	0	0	0	0	0
DEPDC5	1	0	0	0	0	0	0	0	0	0	0	0
NFAM1	-1	0	0	0	0	0	-1	0	0	0	0	0
QSER1	0	0	0	0	0	0	0	0	0	0	-1	0
UBE2J1	0	0	0	0	0	0	0	0	0	0	-1	0
SCRN3	0	0	0	1	0	0	0	0	0	0	0	0
MTA3	0	0	0	0	0	0	0	0	1	0	0	0
TRIM14	0	0	0	0	0	0	0	0	0	0	1	0
RRP12	0	0	0	0	0	-1	0	0	0	0	0	0
AIF1L	0	0	0	0	0	0	0	-1	0	0	0	0
RCAN2	0	0	0	1	0	0	0	0	0	0	0	0
CNTRL	0	0	0	0	-1	0	0	0	0	0	0	0
AKAP7	0	0	0	1	0	0	0	0	0	0	0	0
TRMT5	0	0	0	0	0	0	0	0	0	0	-1	0
TBX21	0	0	0	0	0	1	0	0	0	0	0	0
HTR4	0	0	0	0	0	0	0	1	0	0	0	0
INF2	0	0	0	0	1	0	0	0	0	0	1	0
D2HGDH	0	1	0	0	0	0	0	0	0	0	0	0
MRC2	0	0	0	0	1	0	0	0	0	0	0	0
LHX6	0	0	1	0	0	0	0	0	0	0	0	0
COL9A2	0	0	1	0	0	0	0	0	0	0	0	0
TGFBI	0	0	0	0	0	0	0	0	0	0	1	0
ESR1	0	0	0	0	0	0	0	0	0	0	-1	0
SMOX	0	0	0	0	1	0	0	0	0	0	0	0
TMEM39A	0	0	0	0	0	0	0	0	0	0	-1	0
CPLX1	0	0	0	0	0	0	0	0	0	0	1	0
GDF10	0	0	0	0	0	1	0	0	0	0	0	0
POF1B	0	0	0	0	0	0	0	0	0	0	-1	0
PLPP7	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D2	0	0	0	0	1	0	0	0	0	0	0	0
ACTR1A	0	0	0	0	1	0	0	0	0	0	0	0
TMEM86A	0	0	0	0	1	0	0	0	0	0	0	0
PRR7	0	0	1	0	0	-1	0	0	0	0	0	0
TNS1	-1	0	0	0	0	0	0	0	0	0	0	0
C15orf52	0	1	0	0	0	1	0	0	0	0	1	0
BIRC6	0	0	0	0	0	0	0	0	0	0	-1	0
CDK2	0	0	0	0	0	0	0	0	0	0	0	1
INPP5D	0	0	0	0	0	1	0	0	0	0	0	0
EML4	1	0	0	0	0	0	0	0	0	0	0	0
PQLC2	0	0	0	-1	0	0	0	0	0	0	0	0
ZDHHC14	0	0	0	0	0	1	0	0	0	0	0	0
RASAL3	0	0	0	0	0	1	0	0	0	0	0	0
ASPH	0	0	0	1	0	0	0	0	0	0	0	0
PDE1B	-1	0	0	0	0	0	0	0	0	0	0	0
CCL2	0	0	0	0	0	0	0	1	0	0	1	0
C14orf39	0	0	0	0	0	0	0	0	0	0	-1	0
TPST2	0	0	0	0	0	0	0	0	0	1	0	0
RTKN2	0	0	0	0	-1	0	0	0	0	0	0	0
BTBD3	0	0	0	0	0	0	0	0	0	0	0	-1
TRMT61A	0	0	0	0	1	0	0	0	0	0	0	0
CFDP1	0	0	0	0	0	0	0	0	0	0	0	-1
DNASE1L1	0	0	0	0	0	0	0	0	-1	0	0	0
IL1R1	-1	0	-1	0	0	0	0	0	0	0	0	0
WIPF1	-1	0	0	0	0	0	0	0	0	0	0	0
TCF4	0	0	0	0	0	0	0	0	1	0	0	0
CD3D	0	0	0	0	0	1	0	0	0	0	0	0
AKAP12	0	0	0	0	0	0	0	0	0	0	1	0
PRUNE2	-1	0	0	0	0	0	0	0	0	0	0	0
VMO1	0	0	0	0	0	0	0	0	0	0	0	1
UNC119	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB12	0	0	1	0	0	0	0	0	0	0	0	0
RGS14	0	0	0	0	0	0	0	0	0	0	1	0
GALNT18	0	0	0	0	0	0	0	0	0	0	1	0
LAMA4	0	1	0	0	0	0	0	0	0	0	0	-1
FKBP5	-1	0	0	0	-1	0	-1	-1	0	0	0	0
ZNF574	0	0	0	0	0	0	0	0	0	0	0	1
REEP6	0	0	0	0	0	0	0	0	0	0	1	0
SIRT4	0	0	0	0	0	0	0	0	0	0	0	1
SH3BP5L	0	0	0	0	1	0	0	0	0	0	0	0
CDCA8	0	0	0	0	0	0	-1	0	0	0	0	0
PTGR1	0	0	0	0	0	0	0	0	0	0	0	1
PAF1	0	0	0	0	0	0	0	0	1	0	0	0
SLC25A33	0	0	0	0	0	0	0	0	0	0	0	-1
PRMT2	0	0	1	0	0	0	0	0	0	0	0	0
DES	0	0	0	1	0	0	0	0	0	0	0	0
CDK4	0	0	0	-1	1	-1	0	0	0	0	0	0
TIGD2	0	0	0	0	0	0	0	0	0	0	-1	0
APOOL	0	0	0	0	0	-1	0	0	0	0	0	0
LGI3	0	0	0	0	0	0	0	0	0	0	1	0
NEDD9	0	0	-1	0	0	0	0	0	0	0	0	0
TDRD7	0	0	0	0	0	1	0	0	0	0	0	0
MSR1	-1	0	0	0	0	0	0	0	0	0	0	0
CIITA	0	0	0	0	0	1	0	0	0	0	0	0
LCP2	-1	0	0	0	0	0	0	0	0	0	0	0
FGF2	0	-1	-1	0	0	0	0	0	0	0	0	0
RERG	0	0	-1	0	0	0	0	0	0	0	0	0
DZIP1L	0	0	0	0	0	0	0	0	0	0	1	0
C9orf40	0	0	0	0	0	0	0	0	0	0	-1	0
LEMD1	0	0	0	0	0	0	0	0	0	0	1	0
PIK3AP1	0	0	0	0	0	0	0	0	0	0	0	1
AICDA	0	0	0	0	-1	0	0	0	0	0	0	0
ADCY6	0	0	0	0	1	0	0	0	0	0	0	0
SPIDR	0	0	0	0	0	0	0	0	0	-1	0	0
HUS1	0	0	0	0	0	0	0	0	0	0	-1	0
TOR3A	0	0	0	0	0	0	0	0	0	0	1	1
VPS39	0	0	0	0	0	1	0	0	0	0	0	0
CFAP70	0	0	0	0	0	1	0	0	0	0	0	0
PPM1K	0	0	0	0	-1	0	0	0	0	0	0	-1
SOSTDC1	0	0	0	0	0	0	0	-1	0	0	0	0
NOS3	0	0	0	0	1	0	0	0	0	0	1	0
MINK1	0	0	0	0	0	1	0	0	0	0	0	0
C21orf2	0	0	0	0	0	0	0	0	0	0	0	1
RELB	0	0	0	0	1	0	0	0	0	0	0	0
LYRM2	0	0	0	1	0	0	0	0	0	0	0	0
CD3G	0	0	0	0	0	1	0	0	0	0	0	0
GK5	0	0	0	0	-1	0	0	0	0	0	0	0
ATAD5	0	0	0	0	0	0	0	0	0	0	-1	0
NEURL1B	0	0	0	0	0	0	0	0	1	0	0	0
RFX5	0	0	0	0	0	0	0	0	0	0	0	1
CRLF3	0	0	0	0	0	1	0	0	0	0	0	0
RHOBTB3	0	0	-1	0	0	0	0	0	0	0	0	0
SDC3	-1	0	0	0	1	0	0	0	0	0	0	0
FANCA	0	0	0	-1	0	0	0	0	0	0	0	0
XRCC3	0	0	0	0	0	0	-1	0	0	0	0	0
CDC25A	0	0	0	0	0	-1	0	0	0	0	0	0
MAP4K4	0	0	0	0	0	0	0	0	1	0	0	0
TMOD1	0	0	0	0	0	0	0	-1	0	0	0	0
BCAP29	0	0	0	0	0	-1	0	0	0	1	0	0
NUP107	0	0	0	0	0	-1	0	0	0	0	0	0
GHDC	0	0	0	-1	0	0	0	0	0	0	0	0
JMJD1C	0	0	0	0	0	0	0	0	0	1	0	0
PGR	0	0	0	0	0	0	0	0	0	0	-1	0
LRP1B	0	0	0	0	0	0	0	0	0	0	-1	0
OPHN1	0	0	-1	0	0	0	0	0	0	0	0	0
TMEM100	0	0	0	-1	0	0	0	-1	0	0	0	0
BANP	0	0	0	-1	0	0	0	0	0	0	0	0
DOCK2	-1	0	0	0	0	0	-1	1	0	0	0	0
SETD2	0	0	0	0	0	0	0	0	1	0	0	0
FRMD6	0	0	0	0	0	1	0	0	0	0	0	0
UROD	0	0	0	0	1	0	0	0	0	0	0	0
LRRFIP2	0	0	0	1	0	0	0	0	0	0	0	0
CWH43	1	0	0	0	0	0	0	0	0	0	0	0
TAPT1	0	0	0	1	0	0	0	0	0	0	0	0
RXRB	0	0	0	0	0	0	0	0	0	0	0	1
TCF7L2	0	0	-1	0	0	0	0	0	0	0	0	0
RBMS2	0	0	-1	0	0	0	0	0	0	0	0	0
BSDC1	0	0	0	0	1	1	0	0	0	0	0	0
FAM214A	0	0	0	0	-1	0	0	0	0	0	0	0
FZR1	0	0	1	0	1	0	0	0	0	0	0	0
ERI2	0	0	0	0	0	0	0	0	0	0	-1	0
GNL3	0	0	0	0	0	0	0	0	0	0	-1	-1
AKAP8	0	0	0	0	0	0	0	0	0	0	0	1
CCDC106	0	0	0	0	0	0	0	0	0	0	1	0
GLCCI1	0	0	0	0	0	0	0	0	0	0	-1	0
SUZ12	0	0	0	0	0	-1	0	0	0	0	0	0
CCDC159	0	0	0	0	0	0	0	0	0	0	0	1
THAP4	0	0	0	0	0	0	0	0	0	0	0	1
DDC	0	0	0	0	0	0	0	0	0	0	1	0
TRADD	0	0	0	0	0	0	0	0	0	0	0	1
LRRC2	0	0	0	1	0	0	0	0	0	0	0	0
BOK	0	-1	0	0	0	0	0	0	0	0	1	0
GPSM3	-1	0	0	0	0	0	-1	0	0	0	0	0
SLC25A26	0	0	0	1	0	0	0	0	0	0	0	0
TCHP	0	0	0	0	0	0	0	0	0	0	0	1
ST14	0	0	0	0	0	0	0	0	0	0	1	0
FBLIM1	0	0	0	0	0	0	0	0	0	0	1	0
RGS5	0	0	0	0	-1	1	0	0	0	0	0	0
FES	0	0	0	0	1	0	0	0	0	0	1	0
TXLNA	0	0	0	0	0	-1	0	0	0	0	0	0
RAB8A	0	0	0	-1	0	0	0	0	0	0	0	0
SHMT2	0	0	0	0	0	-1	0	0	0	0	0	0
CPNE9	0	0	0	0	0	0	0	0	0	0	1	0
BLVRB	0	0	0	0	1	0	0	0	0	0	1	0
TOE1	0	0	0	0	1	0	0	0	0	0	0	0
PLD2	0	0	0	0	0	0	0	0	0	0	0	1
RRAD	0	0	0	0	0	0	0	0	1	0	0	0
SWT1	0	0	0	0	0	0	0	0	0	0	-1	0
AMN1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN1	0	0	0	0	1	0	0	0	0	0	1	0
TUBGCP2	0	0	0	0	0	0	0	0	0	0	1	0
SYNGR1	1	0	0	0	0	0	0	0	0	0	0	0
ANGPT2	0	0	0	0	0	0	0	0	0	0	0	-1
SDR42E1	1	0	0	0	0	0	0	0	0	0	0	0
IMPA2	0	0	0	0	0	0	0	0	0	0	1	0
FDFT1	0	0	0	1	0	0	0	0	0	0	1	0
RSPRY1	0	0	0	0	0	0	0	0	0	0	-1	0
KEAP1	0	0	0	0	0	-1	0	0	0	0	0	1
C15orf39	0	1	0	0	0	0	0	0	0	0	0	0
CLVS1	0	0	0	0	0	0	0	0	0	0	-1	0
POU2F2	0	0	0	0	0	0	0	1	0	0	0	0
FAM89A	0	0	0	0	0	0	0	-1	0	0	0	0
SCG3	-1	0	0	0	0	0	0	0	0	0	0	0
SUFU	0	0	0	0	0	0	0	0	0	0	0	1
AHSA1	0	0	0	0	0	0	0	0	0	0	0	-1
LENG8	0	0	0	0	0	1	0	0	0	0	0	0
HDAC2	0	0	0	0	0	-1	0	0	0	0	0	0
PNPLA3	0	0	0	0	0	0	0	0	0	0	1	0
CSTF3	0	0	0	0	0	0	0	0	0	0	0	-1
MRPL35	0	0	0	0	0	-1	0	0	-1	0	0	0
TRIP11	0	0	0	0	-1	0	0	0	0	0	0	0
ARHGAP32	0	0	0	0	0	0	0	0	0	1	0	-1
CCDC112	0	0	0	1	0	0	0	0	0	0	0	0
TOMM40	0	0	0	0	0	-1	0	0	0	0	0	0
EBF4	0	0	0	0	0	0	0	0	0	0	1	0
FGFR1OP	0	0	0	0	0	0	0	0	0	0	-1	0
CTDNEP1	0	0	0	0	0	0	0	-1	0	0	0	0
RNF44	0	0	0	0	0	0	0	0	0	0	0	1
CYC1	0	0	0	0	1	0	0	0	0	0	0	0
PRKCE	0	0	0	0	0	0	0	0	0	0	-1	0
SLC12A4	0	0	0	0	1	1	0	0	0	0	0	0
ATP9B	0	0	0	0	0	0	0	1	0	0	0	0
ARAP1	0	1	0	0	0	0	0	0	0	0	0	0
GPAA1	0	0	0	0	1	0	0	0	0	0	0	0
TTC9B	0	0	1	0	0	0	0	0	0	0	0	0
BCAM	0	0	0	0	1	0	0	0	0	0	0	0
TTC37	0	0	0	0	0	0	0	0	0	0	-1	0
KCNIP1	0	0	0	0	0	0	0	0	0	0	0	-1
ICA1	0	0	0	0	0	0	0	0	0	0	-1	0
ZNF672	0	0	0	0	1	-1	0	0	0	0	0	0
TMEM159	0	0	0	1	0	0	0	0	0	0	0	0
GPATCH4	0	0	0	0	0	-1	0	0	0	0	0	0
DHX58	0	0	0	0	0	0	0	0	0	0	0	1
PIK3CG	0	0	0	0	0	0	0	1	0	0	0	0
SERINC1	0	0	0	1	0	0	0	0	0	0	0	0
EPN1	0	0	0	0	1	0	0	0	0	0	0	0
POLR3B	1	0	0	0	0	-1	0	0	0	0	0	0
NAPB	0	0	0	0	0	0	0	0	1	0	0	0
SLC25A5	0	-1	0	-1	0	0	0	0	0	0	0	0
SRSF11	0	0	0	0	-1	0	0	0	0	0	0	0
SSBP4	0	0	0	0	1	0	0	0	0	0	0	1
OLFML1	0	0	0	0	0	1	0	0	0	0	0	0
MAP4K3	0	0	0	0	0	0	0	0	0	0	-1	0
EHD3	0	1	0	0	0	0	0	0	0	0	0	0
DAPK2	0	0	0	0	0	0	0	0	0	0	1	0
IBA57	0	0	0	0	1	-1	0	0	0	0	0	0
SSBP1	0	0	0	0	0	-1	0	0	0	0	0	0
RAD9A	0	0	0	-1	0	0	0	0	0	0	0	0
ARSA	0	0	0	-1	1	0	0	0	0	0	0	1
CHMP2B	0	0	0	0	0	0	0	0	0	0	-1	0
KLF15	-1	0	0	0	0	0	0	0	0	0	0	0
JUND	0	0	1	0	0	0	0	0	0	0	0	0
EVC	0	0	0	0	0	0	0	0	0	0	0	1
VASN	0	0	0	0	1	0	0	0	0	0	1	0
TIMELESS	0	0	0	-1	0	0	0	0	0	0	0	0
RAVER2	0	0	0	0	-1	0	0	0	0	0	0	0
MEOX2	0	0	0	0	0	1	0	0	0	0	0	0
APBB1IP	0	0	0	-1	0	0	-1	0	0	0	0	0
RALGPS2	0	0	0	0	-1	0	0	0	0	0	0	0
TBC1D10C	0	0	0	0	0	0	-1	0	0	0	0	0
SEPT1	0	0	0	0	0	0	-1	0	0	0	0	0
LONRF2	0	1	0	0	0	0	0	0	0	0	0	0
ZNF414	0	0	1	0	0	0	0	0	0	0	0	0
CCDC152	0	0	0	0	0	1	0	0	0	0	0	0
GNA12	-1	0	0	0	0	0	0	0	0	0	0	0
DAPL1	0	0	0	0	0	0	0	0	0	0	1	0
BCL6B	0	0	0	1	1	0	0	0	0	0	0	0
KCNF1	0	0	1	0	0	0	0	0	0	0	0	0
IL1RN	0	0	0	0	0	0	0	1	0	0	0	0
ZNF280C	0	0	0	0	0	0	0	0	0	0	-1	0
TMUB1	0	0	0	0	0	0	0	0	0	0	1	0
NOP10	0	0	0	0	0	-1	0	0	0	0	0	0
MDM1	0	0	0	0	0	0	0	0	-1	0	0	0
ARHGAP23	0	0	0	0	1	0	0	0	0	0	0	0
HRH2	0	0	0	0	0	-1	0	0	0	0	0	0
GRINA	0	0	0	0	1	0	0	0	0	0	0	0
NAGLU	0	0	0	-1	0	0	0	0	0	0	0	0
CREB3L1	0	1	0	0	0	1	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0	-1	0	0	0
EED	0	0	0	0	0	0	0	0	0	0	-1	0
CYFIP2	0	0	0	0	0	0	0	0	0	0	0	-1
ASIC1	0	0	0	0	0	0	0	0	0	0	1	0
B4GALT1	0	0	0	0	0	0	0	0	0	0	1	0
GMIP	0	0	0	0	0	0	0	0	0	0	1	0
SENP6	0	0	0	1	0	0	0	0	0	1	0	0
FEM1C	0	0	-1	0	0	0	0	0	0	0	0	0
FNDC3A	0	0	0	0	0	0	0	0	0	1	-1	0
PIGF	0	-1	0	0	0	-1	0	0	0	0	0	0
CLN6	0	0	0	0	0	0	0	0	-1	0	0	0
ADAM12	0	0	0	0	0	-1	0	0	0	0	0	0
OLA1	0	0	0	0	0	-1	0	0	0	0	0	0
STARD8	-1	0	0	0	0	0	0	0	0	0	0	0
DNAJB2	0	0	0	0	1	0	0	0	0	0	0	0
SLC16A7	0	0	0	0	0	0	0	0	0	0	-1	0
NET1	0	0	0	0	0	0	0	0	0	0	1	0
CFAP36	0	-1	0	0	0	0	0	0	0	0	0	0
MEF2C	0	0	0	0	0	0	0	0	1	0	0	0
ATAD2	0	0	-1	0	0	0	0	0	0	0	0	0
CCL24	0	0	0	0	0	0	0	0	0	-1	0	0
OCIAD2	1	0	0	0	0	0	0	0	0	0	0	0
NIPA2	0	0	0	0	0	0	0	0	0	0	0	-1
GXYLT1	0	0	0	0	0	0	0	0	0	0	0	-1
ARHGEF26	0	0	0	0	0	0	0	0	0	0	1	0
TUBB	0	0	0	0	0	-1	0	0	0	0	0	0
FN1	-1	0	0	0	0	0	0	0	0	0	1	0
TRA2A	0	0	0	0	0	0	-1	0	0	0	0	0
PPP1R16A	0	0	0	0	1	0	0	0	0	0	0	0
THAP3	0	0	0	0	0	0	0	0	0	0	0	1
NFIA	0	0	0	0	0	0	0	0	1	0	0	0
MOB4	0	0	0	0	0	0	0	0	0	0	0	-1
ENKD1	-1	0	0	0	0	0	0	0	0	0	0	0
PDAP1	0	0	0	0	0	-1	0	0	0	0	0	0
RGMA	0	0	0	0	0	0	0	0	0	0	1	0
PLRG1	0	0	0	0	0	-1	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	-1	0	0	0	0
NCEH1	0	-1	0	0	0	0	0	0	0	0	0	0
SLC4A3	0	0	0	0	0	0	0	0	0	0	1	0
LITAF	0	1	0	0	0	0	0	0	0	0	0	0
SLC4A2	0	0	0	0	1	0	0	0	0	0	0	0
KCNQ1	-1	0	0	0	0	0	0	0	0	0	0	0
CD164L2	0	0	0	0	0	0	0	0	0	0	1	0
BACH1	0	0	0	-1	0	0	0	0	0	0	0	0
GET4	0	0	0	0	1	0	0	0	0	0	0	0
CRYGS	-1	0	0	0	0	0	0	0	0	0	0	0
RPGRIP1L	0	0	0	1	0	0	0	0	0	0	0	0
KLHL32	0	0	0	0	0	0	0	0	0	0	-1	0
MAP3K7CL	0	0	0	1	0	0	0	0	0	0	0	0
KIF7	0	0	0	0	0	0	0	0	0	0	1	0
APBA3	0	0	0	0	0	0	0	0	0	0	0	1
NFYA	0	0	0	0	0	-1	0	0	0	0	0	0
EPOR	-1	0	0	0	0	0	0	0	0	0	1	0
RHPN2	0	0	-1	0	0	0	0	0	0	0	0	0
BORA	0	0	0	0	0	0	0	0	-1	0	0	0
SDC4	0	0	0	0	0	0	0	0	0	0	1	0
ARV1	0	1	0	0	0	0	0	0	0	0	0	0
GRIP2	0	0	0	0	0	1	0	0	0	0	1	0
ZFYVE9	1	0	0	0	0	0	0	0	0	0	0	0
TYW5	0	0	0	0	-1	0	0	0	0	0	0	0
ANKRD13C	0	0	0	0	0	0	0	0	0	0	-1	0
IL10RA	0	0	0	0	0	0	-1	0	0	0	0	0
TTLL12	0	0	0	0	0	-1	0	0	0	0	0	0
EPS8	-1	0	0	0	0	0	0	0	0	0	0	0
APTX	0	0	0	0	0	0	0	0	0	0	0	-1
SLC38A6	0	0	0	0	0	0	0	0	0	0	-1	0
SIX1	0	0	0	0	0	-1	0	0	0	0	0	0
ELK4	0	0	0	0	0	0	0	0	1	0	0	0
MIEF2	0	1	0	0	0	0	0	0	0	0	0	0
LRRC75A	0	0	1	0	0	0	0	0	0	0	0	0
AEN	0	0	0	0	0	-1	0	0	0	0	0	0
DHX32	0	0	0	0	0	-1	0	0	0	0	0	0
APMAP	0	0	0	-1	0	0	0	0	0	0	0	0
IP6K3	0	0	0	-1	0	0	0	0	0	0	0	0
SEC11C	0	-1	0	0	0	0	0	0	0	1	0	0
RBFOX1	0	0	0	1	0	0	0	0	0	0	0	0
ASIC2	0	0	0	0	0	0	0	0	0	0	-1	0
C1orf53	0	0	0	0	0	0	0	0	0	1	0	0
JARID2	0	0	0	0	0	0	0	0	0	0	0	-1
CNTN5	0	0	0	0	0	0	0	0	0	0	-1	0
CBARP	0	0	0	0	0	-1	0	0	0	0	0	0
NT5DC2	0	0	0	0	0	0	0	0	0	0	1	0
MXRA8	0	0	0	0	0	0	0	0	0	0	1	0
RARS	0	0	0	0	0	-1	0	0	0	0	0	0
UBN2	0	0	0	0	0	0	0	0	0	0	-1	0
CDH11	0	0	0	0	0	0	0	0	0	0	1	0
DEF6	0	0	0	0	0	0	-1	0	0	0	0	0
HEPH	0	0	0	0	0	0	0	0	0	0	1	0
NAP1L3	0	0	0	0	0	0	0	0	0	0	-1	0
DOCK6	0	0	0	0	1	0	0	0	0	0	0	0
STAMBPL1	0	0	0	0	0	0	0	0	0	-1	0	0
CHPF2	0	0	0	0	1	0	0	0	0	0	0	0
PUM2	0	0	0	0	0	0	0	0	0	0	-1	0
KANK2	-1	0	0	-1	0	0	0	0	0	0	0	1
PRPF40B	0	0	1	0	0	0	0	0	0	0	0	0
AP3B2	0	0	0	0	0	0	0	-1	0	0	0	0
ZNF513	0	0	0	0	0	0	0	0	0	0	0	1
DST	0	0	0	0	0	1	0	0	0	0	0	0
NXN	0	0	0	0	0	0	0	0	0	0	1	0
ZCCHC8	0	0	0	0	0	0	0	0	0	0	-1	0
PHF1	0	0	0	0	0	0	0	0	1	0	0	0
SCARF2	-1	0	0	0	0	0	0	0	0	0	0	0
PPP2R3A	0	0	0	1	0	0	0	0	0	0	0	0
PMEPA1	0	0	0	0	1	0	0	0	0	0	0	0
ZNF397	0	0	0	0	0	0	0	0	0	0	-1	0
PIGA	0	0	0	0	0	0	0	0	0	0	0	-1
SEC61A1	0	0	0	-1	0	0	0	0	0	0	0	0
TMEM243	-1	0	0	0	0	0	0	0	0	0	0	0
TFAP2A	1	0	0	0	0	0	0	0	0	0	0	0
VAPA	0	0	0	0	0	0	0	0	0	0	-1	0
DENND6A	0	0	0	0	-1	0	0	0	0	0	0	0
ZBTB10	0	0	0	0	0	0	0	0	0	1	-1	0
CLDN4	0	0	0	0	0	0	0	0	0	0	1	0
TRMT13	0	0	0	0	0	0	0	0	0	0	-1	0
IL1B	0	0	0	0	0	-1	0	0	0	0	0	0
WIPF3	0	0	-1	0	0	0	0	0	0	0	0	0
HDAC11	0	0	0	1	0	0	0	0	0	0	0	0
KCTD13	0	0	0	0	0	0	0	0	0	-1	0	0
MFSD2A	0	0	0	0	0	0	0	0	0	-1	0	0
GAB1	1	0	0	0	0	1	0	0	0	0	0	0
ZNF467	0	0	0	0	0	0	0	0	0	0	1	0
ANPEP	-1	0	0	0	0	0	0	0	0	0	1	0
ELF4	0	0	0	0	0	0	0	0	0	0	1	0
QPCT	0	0	0	-1	0	0	0	0	0	0	0	0
LETM1	0	0	0	0	0	0	0	0	-1	0	0	0
CCND3	-1	0	0	0	0	0	-1	0	0	0	0	0
CCNA2	0	0	0	0	0	0	-1	0	0	0	0	0
ARHGAP30	0	0	0	0	0	0	-1	0	0	0	0	0
PPL	0	0	0	0	0	0	0	0	0	0	1	1
NKIRAS1	0	0	0	0	0	-1	0	0	0	0	0	0
AGA	0	0	0	1	0	0	0	0	0	0	0	0
MAP7D1	0	0	0	0	1	0	0	0	0	0	0	0
SLC25A37	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF14	0	0	0	0	0	0	0	0	0	0	1	0
PLCB3	0	0	0	0	0	0	0	0	0	0	1	1
DIMT1	0	0	0	0	0	-1	0	0	0	0	0	0
SNX5	0	0	0	0	-1	0	1	0	0	0	0	0
CPVL	0	0	0	0	0	1	0	0	0	0	0	0
SUB1	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0	0	0	1	0
MPHOSPH10	0	0	0	0	0	-1	0	0	0	0	-1	0
CTNNBL1	0	0	0	-1	0	0	0	0	0	0	0	0
EAF2	0	0	0	0	0	0	0	1	0	0	0	0
RCAN1	0	0	0	0	0	0	1	0	0	0	0	0
SLC48A1	0	0	0	0	1	0	0	0	0	0	0	0
FZD5	0	0	0	0	0	0	0	0	0	0	1	0
VAMP4	0	0	0	0	0	0	0	0	0	0	-1	0
TMEM200A	0	0	0	0	0	-1	0	0	0	0	0	0
