Row.names,Gene.human.stable.ID,Macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID
ADCK5,ENSG00000173137,ENSMFAG00000031783,ENSMUSG00000022550,ENSRNOG00000030334,ENSCAFG00000001595
ADCY1,ENSG00000164742,ENSMFAG00000038024,ENSMUSG00000020431,ENSRNOG00000059479,ENSCAFG00000012249
ADCY10,ENSG00000143199,ENSMFAG00000032699,ENSMUSG00000026567,ENSRNOG00000053410,ENSCAFG00000015387
ADCY2,ENSG00000078295,ENSMFAG00000001655,ENSMUSG00000021536,ENSRNOG00000032150,ENSCAFG00000010238
ADCY3,ENSG00000138031,ENSMFAG00000038483,ENSMUSG00000020654,ENSRNOG00000003999,ENSCAFG00000004090
ADCY4,ENSG00000129467,ENSMFAG00000040628,ENSMUSG00000022220,ENSRNOG00000020401,ENSCAFG00000012293
ADCY5,ENSG00000173175,ENSMFAG00000003197,ENSMUSG00000022840,ENSRNOG00000002229,ENSCAFG00000012084
ADCY6,ENSG00000174233,ENSMFAG00000039058,ENSMUSG00000022994,ENSRNOG00000054757,ENSCAFG00000008907
ADCY7,ENSG00000121281,ENSMFAG00000037814,ENSMUSG00000031659,ENSRNOG00000014776,ENSCAFG00000009913
ADCY8,ENSG00000155897,ENSMFAG00000000140,ENSMUSG00000022376,ENSRNOG00000004890,ENSCAFG00000001097
ADCYAP1R1,ENSG00000078549,ENSMFAG00000040314,ENSMUSG00000029778,ENSRNOG00000012098,ENSCAFG00000003111
ADD1,ENSG00000087274,ENSMFAG00000040609,ENSMUSG00000029106,ENSRNOG00000013039,ENSCAFG00000014808
ADD2,ENSG00000075340,ENSMFAG00000037883,ENSMUSG00000030000,ENSRNOG00000015903,ENSCAFG00000003407
ADD3,ENSG00000148700,ENSMFAG00000031457,ENSMUSG00000025026,ENSRNOG00000012820,ENSCAFG00000010696
ADGB,ENSG00000118492,ENSMFAG00000035662,ENSMUSG00000050994,ENSRNOG00000042741,ENSCAFG00000023693
ADGRA1,ENSG00000197177,ENSMFAG00000032931,ENSMUSG00000025475,ENSRNOG00000054955,ENSCAFG00000013706
ADGRA2,ENSG00000020181,ENSMFAG00000042939,ENSMUSG00000031486,ENSRNOG00000012991,ENSCAFG00000006188
ADGRA3,ENSG00000152990,ENSMFAG00000030955,ENSMUSG00000029090,ENSRNOG00000004279,ENSCAFG00000016531
ADGRB2,ENSG00000121753,ENSMFAG00000028460,ENSMUSG00000028782,ENSRNOG00000014375,ENSCAFG00000010872
ADGRB3,ENSG00000135298,ENSMFAG00000003819,ENSMUSG00000033569,ENSRNOG00000012045,ENSCAFG00000023431
ADGRD1,ENSG00000111452,ENSMFAG00000031649,ENSMUSG00000044017,ENSRNOG00000023536,ENSCAFG00000006655
ADGRE1,ENSG00000174837,ENSMFAG00000039564,ENSMUSG00000004730,ENSRNOG00000046254,ENSCAFG00000018571
ADGRE5,ENSG00000123146,ENSMFAG00000000614,ENSMUSG00000002885,ENSRNOG00000004489,ENSCAFG00000016385
ADGRF4,ENSG00000153294,ENSMFAG00000022646,ENSMUSG00000023918,ENSRNOG00000012535,ENSCAFG00000002095
ADGRF5,ENSG00000069122,ENSMFAG00000037042,ENSMUSG00000056492,ENSRNOG00000011154,ENSCAFG00000002054
ADGRG1,ENSG00000205336,ENSMFAG00000002223,ENSMUSG00000031785,ENSRNOG00000014963,ENSCAFG00000024385
ADGRG2,ENSG00000173698,ENSMFAG00000001073,ENSMUSG00000031298,ENSRNOG00000032472,ENSCAFG00000012983
ADGRG3,ENSG00000182885,ENSMFAG00000030742,ENSMUSG00000060470,ENSRNOG00000014896,ENSCAFG00000008693
ADGRG5,ENSG00000159618,ENSMFAG00000044983,ENSMUSG00000061577,ENSRNOG00000039891,ENSCAFG00000008706
ADGRG6,ENSG00000112414,ENSMFAG00000001233,ENSMUSG00000039116,ENSRNOG00000011411,ENSCAFG00000000296
ADGRL1,ENSG00000072071,ENSMFAG00000002180,ENSMUSG00000013033,ENSRNOG00000029134,ENSCAFG00000016453
ADGRL2,ENSG00000117114,ENSMFAG00000035421,ENSMUSG00000028184,ENSRNOG00000032660,ENSCAFG00000020330
ADGRL3,ENSG00000150471,ENSMFAG00000039672,ENSMUSG00000037605,ENSRNOG00000030149,ENSCAFG00000002364
ADGRL4,ENSG00000162618,ENSMFAG00000032806,ENSMUSG00000039167,ENSRNOG00000033940,ENSCAFG00000020340
ADGRV1,ENSG00000164199,ENSMFAG00000032687,ENSMUSG00000069170,ENSRNOG00000016306,ENSCAFG00000008218
ADHFE1,ENSG00000147576,ENSMFAG00000028127,ENSMUSG00000025911,ENSRNOG00000007069,ENSCAFG00000007326
ADIPOQ,ENSG00000181092,ENSMFAG00000000511,ENSMUSG00000022878,ENSRNOG00000001821,ENSCAFG00000013694
ADIPOR1,ENSG00000159346,ENSMFAG00000007141,ENSMUSG00000026457,ENSRNOG00000004143,ENSCAFG00000010368
ADIPOR2,ENSG00000006831,ENSMFAG00000035361,ENSMUSG00000030168,ENSRNOG00000007990,ENSCAFG00000015940
ADK,ENSG00000156110,ENSMFAG00000043831,ENSMUSG00000039197,ENSRNOG00000012325,ENSCAFG00000015340
ADM,ENSG00000148926,ENSMFAG00000001502,ENSMUSG00000030790,ENSRNOG00000027030,ENSCAFG00000007539
ADM2,ENSG00000128165,ENSMFAG00000002783,ENSMUSG00000054136,ENSRNOG00000029830,ENSCAFG00000000609
ADNP,ENSG00000101126,ENSMFAG00000042512,ENSMUSG00000051149,ENSRNOG00000010975,ENSCAFG00000011576
ADORA1,ENSG00000163485,ENSMFAG00000035176,ENSMUSG00000042429,ENSRNOG00000003442,ENSCAFG00000010298
ADORA2A,ENSG00000128271,ENSMFAG00000031796,ENSMUSG00000020178,ENSRNOG00000001302,ENSCAFG00000013828
ADORA2B,ENSG00000170425,ENSMFAG00000008111,ENSMUSG00000018500,ENSRNOG00000002922,ENSCAFG00000018079
ADPGK,ENSG00000159322,ENSMFAG00000039757,ENSMUSG00000025236,ENSRNOG00000026178,ENSCAFG00000017727
ADPRH,ENSG00000144843,ENSMFAG00000039321,ENSMUSG00000002844,ENSRNOG00000027260,ENSCAFG00000011006
ADPRHL1,ENSG00000153531,ENSMFAG00000034058,ENSMUSG00000031448,ENSRNOG00000062013,ENSCAFG00000030085
ADPRHL2,ENSG00000116863,ENSMFAG00000034318,ENSMUSG00000042558,ENSRNOG00000010849,ENSCAFG00000030689
ADPRM,ENSG00000170222,ENSMFAG00000042103,ENSMUSG00000020910,ENSRNOG00000003397,ENSCAFG00000017595
ADRA1A,ENSG00000120907,ENSMFAG00000030813,ENSMUSG00000045875,ENSRNOG00000009522,ENSCAFG00000008725
ADRA1B,ENSG00000170214,ENSMFAG00000045077,ENSMUSG00000050541,ENSRNOG00000060087,ENSCAFG00000017281
ADRA1D,ENSG00000171873,ENSMFAG00000003889,ENSMUSG00000027335,ENSRNOG00000021256,ENSCAFG00000006068
ADRA2A,ENSG00000150594,ENSMFAG00000043222,ENSMUSG00000033717,ENSRNOG00000047545,ENSCAFG00000010840
ADRA2B,ENSG00000274286,ENSMFAG00000035322,ENSMUSG00000058620,ENSRNOG00000013887,ENSCAFG00000006805
ADRA2C,ENSG00000184160,ENSMFAG00000003755,ENSMUSG00000045318,ENSRNOG00000009299,ENSCAFG00000014602
ADRB1,ENSG00000043591,ENSMFAG00000031007,ENSMUSG00000035283,ENSRNOG00000017002,ENSCAFG00000011219
ADRB2,ENSG00000169252,ENSMFAG00000021322,ENSMUSG00000045730,ENSRNOG00000019217,ENSCAFG00000018339
ADRB3,ENSG00000188778,ENSMFAG00000039383,ENSMUSG00000031489,ENSRNOG00000012674,ENSCAFG00000006161
ADSS,ENSG00000035687,ENSMFAG00000032956,ENSMUSG00000015961,ENSRNOG00000004481,ENSCAFG00000015815
ADSSL1,ENSG00000185100,ENSMFAG00000039464,ENSMUSG00000011148,ENSRNOG00000046763,ENSCAFG00000018342
ADTRP,ENSG00000111863,ENSMFAG00000038393,ENSMUSG00000058022,ENSRNOG00000014481,ENSCAFG00000009785
AEBP1,ENSG00000106624,ENSMFAG00000046276,ENSMUSG00000020473,ENSRNOG00000013720,ENSCAFG00000002917
AEBP2,ENSG00000139154,ENSMFAG00000032231,ENSMUSG00000030232,ENSRNOG00000008929,ENSCAFG00000012441
AEN,ENSG00000181026,ENSMFAG00000001458,ENSMUSG00000030609,ENSRNOG00000018421,ENSCAFG00000011521
AFAP1,ENSG00000196526,ENSMFAG00000039822,ENSMUSG00000029094,ENSRNOG00000060665,ENSCAFG00000014453
AFAP1L1,ENSG00000157510,ENSMFAG00000041048,ENSMUSG00000033032,ENSRNOG00000019403,ENSCAFG00000018303
AFAP1L2,ENSG00000169129,ENSMFAG00000002810,ENSMUSG00000025083,ENSRNOG00000017164,ENSCAFG00000011348
AFF1,ENSG00000172493,ENSMFAG00000037700,ENSMUSG00000029313,ENSRNOG00000002232,ENSCAFG00000009476
AFF2,ENSG00000155966,ENSMFAG00000044807,ENSMUSG00000031189,ENSRNOG00000052572,ENSCAFG00000019094
AFF3,ENSG00000144218,ENSMFAG00000031640,ENSMUSG00000037138,ENSRNOG00000018830,ENSCAFG00000023079
AFF4,ENSG00000072364,ENSMFAG00000034615,ENSMUSG00000049470,ENSRNOG00000006965,ENSCAFG00000000930
AFG3L2,ENSG00000141385,ENSMFAG00000043221,ENSMUSG00000024527,ENSRNOG00000017965,ENSCAFG00000018817
AFM,ENSG00000079557,ENSMFAG00000041935,ENSMUSG00000029369,ENSRNOG00000002878,ENSCAFG00000003021
AFMID,ENSG00000183077,ENSMFAG00000026977,ENSMUSG00000017718,ENSRNOG00000050205,ENSCAFG00000005299
AFP,ENSG00000081051,ENSMFAG00000001250,ENSMUSG00000054932,ENSRNOG00000002889,ENSCAFG00000003020
AFTPH,ENSG00000119844,ENSMFAG00000041331,ENSMUSG00000049659,ENSRNOG00000005411,ENSCAFG00000003175
AGA,ENSG00000038002,ENSMFAG00000003729,ENSMUSG00000031521,ENSRNOG00000000108,ENSCAFG00000008381
AGAP1,ENSG00000157985,ENSMFAG00000038629,ENSMUSG00000055013,ENSRNOG00000019476,ENSCAFG00000012092
AGAP2,ENSG00000135439,ENSMFAG00000000465,ENSMUSG00000025422,ENSRNOG00000025584,ENSCAFG00000000273
AGAP3,ENSG00000133612,ENSMFAG00000034582,ENSMUSG00000023353,ENSRNOG00000012764,ENSCAFG00000004773
AGBL1,ENSG00000273540,ENSMFAG00000040080,ENSMUSG00000025754,ENSRNOG00000022610,ENSCAFG00000011404
AGBL2,ENSG00000165923,ENSMFAG00000043435,ENSMUSG00000040812,ENSRNOG00000008467,ENSCAFG00000008342
AGBL3,ENSG00000146856,ENSMFAG00000029365,ENSMUSG00000038836,ENSRNOG00000010397,ENSCAFG00000003177
AGBL4,ENSG00000186094,ENSMFAG00000032630,ENSMUSG00000061298,ENSRNOG00000008011,ENSCAFG00000003935
AGBL5,ENSG00000084693,ENSMFAG00000000522,ENSMUSG00000029165,ENSRNOG00000008612,ENSCAFG00000004537
AGER,ENSG00000204305,ENSMFAG00000038314,ENSMUSG00000015452,ENSRNOG00000000439,ENSCAFG00000000777
AGFG1,ENSG00000173744,ENSMFAG00000042041,ENSMUSG00000026159,ENSRNOG00000015619,ENSCAFG00000010465
AGFG2,ENSG00000106351,ENSMFAG00000035777,ENSMUSG00000029722,ENSRNOG00000001404,ENSCAFG00000014351
AGGF1,ENSG00000164252,ENSMFAG00000038062,ENSMUSG00000021681,ENSRNOG00000029304,ENSCAFG00000009268
AGK,ENSG00000006530,ENSMFAG00000039906,ENSMUSG00000029916,ENSRNOG00000011509,ENSCAFG00000003893
AGL,ENSG00000162688,ENSMFAG00000043703,ENSMUSG00000033400,ENSRNOG00000016214,ENSCAFG00000020040
AGMAT,ENSG00000116771,ENSMFAG00000034363,ENSMUSG00000040706,ENSRNOG00000012315,ENSCAFG00000016233
AGMO,ENSG00000187546,ENSMFAG00000041157,ENSMUSG00000050103,ENSRNOG00000023116,ENSCAFG00000002414
AGO1,ENSG00000092847,ENSMFAG00000002846,ENSMUSG00000041530,ENSRNOG00000055915,ENSCAFG00000003443
AGO2,ENSG00000123908,ENSMFAG00000015384,ENSMUSG00000036698,ENSRNOG00000008533,ENSCAFG00000001196
AGO3,ENSG00000126070,ENSMFAG00000035610,ENSMUSG00000028842,ENSRNOG00000034269,ENSCAFG00000024682
AGO4,ENSG00000134698,ENSMFAG00000035543,ENSMUSG00000042500,ENSRNOG00000025596,ENSCAFG00000024306
AGPAT1,ENSG00000204310,ENSMFAG00000042426,ENSMUSG00000034254,ENSRNOG00000000437,ENSCAFG00000000771
AGPAT2,ENSG00000169692,ENSMFAG00000034214,ENSMUSG00000026922,ENSRNOG00000019466,ENSCAFG00000019569
AGPAT3,ENSG00000160216,ENSMFAG00000001995,ENSMUSG00000001211,ENSRNOG00000001205,ENSCAFG00000010654
AGPAT4,ENSG00000026652,ENSMFAG00000041781,ENSMUSG00000023827,ENSRNOG00000017731,ENSCAFG00000000765
AGPAT5,ENSG00000155189,ENSMFAG00000034052,ENSMUSG00000031467,ENSRNOG00000028623,ENSCAFG00000008568
AGPS,ENSG00000018510,ENSMFAG00000038904,ENSMUSG00000042410,ENSRNOG00000001547,ENSCAFG00000013522
AGR2,ENSG00000106541,ENSMFAG00000035645,ENSMUSG00000020581,ENSRNOG00000005023,ENSCAFG00000002437
AGRN,ENSG00000188157,ENSMFAG00000038496,ENSMUSG00000041936,ENSRNOG00000020205,ENSCAFG00000019342
AGRP,ENSG00000159723,ENSMFAG00000035580,ENSMUSG00000005705,ENSRNOG00000039001,ENSCAFG00000020359
AGT,ENSG00000135744,ENSMFAG00000008235,ENSMUSG00000031980,ENSRNOG00000018445,ENSCAFG00000012068
AGTPBP1,ENSG00000135049,ENSMFAG00000039578,ENSMUSG00000021557,ENSRNOG00000018651,ENSCAFG00000001358
AGTRAP,ENSG00000177674,ENSMFAG00000041232,ENSMUSG00000029007,ENSRNOG00000008619,ENSCAFG00000016571
AGXT2,ENSG00000113492,ENSMFAG00000001767,ENSMUSG00000089678,ENSRNOG00000017821,ENSCAFG00000018790
AHCTF1,ENSG00000153207,ENSMFAG00000045763,ENSMUSG00000026491,ENSRNOG00000023541,ENSCAFG00000015937
AHCYL1,ENSG00000168710,ENSMFAG00000044517,ENSMUSG00000027893,ENSRNOG00000018569,ENSCAFG00000019796
AHCYL2,ENSG00000158467,ENSMFAG00000039128,ENSMUSG00000029772,ENSRNOG00000039300,ENSCAFG00000001524
AHDC1,ENSG00000126705,ENSMFAG00000004617,ENSMUSG00000037692,ENSRNOG00000042855,ENSCAFG00000012095
AHI1,ENSG00000135541,ENSMFAG00000033411,ENSMUSG00000019986,ENSRNOG00000013969,ENSCAFG00000000234
AHNAK,ENSG00000124942,ENSMFAG00000037659,ENSMUSG00000069833,ENSRNOG00000057569,ENSCAFG00000032525
AHRR,ENSG00000063438,ENSMFAG00000042993,ENSMUSG00000021575,ENSRNOG00000014721,ENSCAFG00000025377
AHSA1,ENSG00000100591,ENSMFAG00000039530,ENSMUSG00000021037,ENSRNOG00000048981,ENSCAFG00000017215
AHSG,ENSG00000145192,ENSMFAG00000003344,ENSMUSG00000022868,ENSRNOG00000038370,ENSCAFG00000013568
AICDA,ENSG00000111732,ENSMFAG00000037834,ENSMUSG00000040627,ENSRNOG00000015478,ENSCAFG00000013897
AIDA,ENSG00000186063,ENSMFAG00000002217,ENSMUSG00000042901,ENSRNOG00000058805,ENSCAFG00000013540
AIF1,ENSG00000204472,ENSMFAG00000038139,ENSMUSG00000024397,ENSRNOG00000000853,ENSCAFG00000032693
AIF1L,ENSG00000126878,ENSMFAG00000000641,ENSMUSG00000001864,ENSRNOG00000009951,ENSCAFG00000019926
AIFM1,ENSG00000156709,ENSMFAG00000000275,ENSMUSG00000036932,ENSRNOG00000006067,ENSCAFG00000018747
AIFM2,ENSG00000042286,ENSMFAG00000004041,ENSMUSG00000020085,ENSRNOG00000059445,ENSCAFG00000014014
AIFM3,ENSG00000183773,ENSMFAG00000009725,ENSMUSG00000022763,ENSRNOG00000037957,ENSCAFG00000030423
AIG1,ENSG00000146416,ENSMFAG00000015355,ENSMUSG00000019806,ENSRNOG00000010753,ENSCAFG00000000303
AIP,ENSG00000110711,ENSMFAG00000034062,ENSMUSG00000024847,ENSRNOG00000022289,ENSCAFG00000011515
AJAP1,ENSG00000196581,ENSMFAG00000035584,ENSMUSG00000039546,ENSRNOG00000050137,ENSCAFG00000019507
AJUBA,ENSG00000129474,ENSMFAG00000032412,ENSMUSG00000022178,ENSRNOG00000012791,ENSCAFG00000011267
AK1,ENSG00000106992,ENSMFAG00000032155,ENSMUSG00000026817,ENSRNOG00000049056,ENSCAFG00000020105
AK5,ENSG00000154027,ENSMFAG00000043368,ENSMUSG00000039058,ENSRNOG00000046947,ENSCAFG00000020380
AK7,ENSG00000140057,ENSMFAG00000039655,ENSMUSG00000041323,ENSRNOG00000055714,ENSCAFG00000017744
AK8,ENSG00000165695,ENSMFAG00000032283,ENSMUSG00000026807,ENSRNOG00000012761,ENSCAFG00000019886
AK9,ENSG00000155085,ENSMFAG00000039019,ENSMUSG00000091415,ENSRNOG00000037688,ENSCAFG00000003835
AKAP1,ENSG00000121057,ENSMFAG00000042936,ENSMUSG00000018428,ENSRNOG00000002373,ENSCAFG00000017409
AKAP10,ENSG00000108599,ENSMFAG00000043260,ENSMUSG00000047804,ENSRNOG00000002899,ENSCAFG00000018087
AKAP11,ENSG00000023516,ENSMFAG00000003034,ENSMUSG00000022016,ENSRNOG00000009987,ENSCAFG00000004677
AKAP12,ENSG00000131016,ENSMFAG00000039897,ENSMUSG00000038587,ENSRNOG00000019549,ENSCAFG00000000419
AKAP13,ENSG00000170776,ENSMFAG00000030975,ENSMUSG00000066406,ENSRNOG00000010964,ENSCAFG00000011376
AKAP3,ENSG00000111254,ENSMFAG00000043224,ENSMUSG00000030344,ENSRNOG00000059227,ENSCAFG00000015325
AKAP6,ENSG00000151320,ENSMFAG00000040818,ENSMUSG00000061603,ENSRNOG00000004841,ENSCAFG00000013167
AKAP7,ENSG00000118507,ENSMFAG00000044065,ENSMUSG00000039166,ENSRNOG00000013202,ENSCAFG00000001147
AKAP8,ENSG00000105127,ENSMFAG00000042432,ENSMUSG00000024045,ENSRNOG00000006559,ENSCAFG00000016083
AKAP8L,ENSG00000011243,ENSMFAG00000045237,ENSMUSG00000002625,ENSRNOG00000006355,ENSCAFG00000016050
AKAP9,ENSG00000127914,ENSMFAG00000028102,ENSMUSG00000040407,ENSRNOG00000026319,ENSCAFG00000001935
AKIP1,ENSG00000166452,ENSMFAG00000045580,ENSMUSG00000031023,ENSRNOG00000013744,ENSCAFG00000007000
AKIRIN1,ENSG00000174574,ENSMFAG00000038417,ENSMUSG00000023075,ENSRNOG00000026610,ENSCAFG00000003186
AKIRIN2,ENSG00000135334,ENSMFAG00000023644,ENSMUSG00000028291,ENSRNOG00000008288,ENSCAFG00000003082
AKNA,ENSG00000106948,ENSMFAG00000046161,ENSMUSG00000039158,ENSRNOG00000008005,ENSCAFG00000003340
AKR1A1,ENSG00000117448,ENSMFAG00000036808,ENSMUSG00000028692,ENSRNOG00000016727,ENSCAFG00000004549
AKR1E2,ENSG00000165568,ENSMFAG00000032263,ENSMUSG00000045410,ENSRNOG00000017165,ENSCAFG00000005329
AKT1,ENSG00000142208,ENSMFAG00000031655,ENSMUSG00000001729,ENSRNOG00000028629,ENSCAFG00000018354
AKT1S1,ENSG00000204673,ENSMFAG00000037723,ENSMUSG00000011096,ENSRNOG00000020289,ENSCAFG00000003475
AKT2,ENSG00000105221,ENSMFAG00000003243,ENSMUSG00000004056,ENSRNOG00000018677,ENSCAFG00000005388
AKT3,ENSG00000117020,ENSMFAG00000033261,ENSMUSG00000019699,ENSRNOG00000021497,ENSCAFG00000015806
AKTIP,ENSG00000166971,ENSMFAG00000044514,ENSMUSG00000031667,ENSRNOG00000011956,ENSCAFG00000009500
ALAD,ENSG00000148218,ENSMFAG00000039612,ENSMUSG00000028393,ENSRNOG00000015206,ENSCAFG00000003246
ALAS1,ENSG00000023330,ENSMFAG00000034496,ENSMUSG00000032786,ENSRNOG00000056596,ENSCAFG00000009881
ALAS2,ENSG00000158578,ENSMFAG00000003452,ENSMUSG00000025270,ENSRNOG00000000167,ENSCAFG00000014308
ALB,ENSG00000163631,ENSMFAG00000000097,ENSMUSG00000029368,ENSRNOG00000002911,ENSCAFG00000003016
ALCAM,ENSG00000170017,ENSMFAG00000045444,ENSMUSG00000022636,ENSRNOG00000001989,ENSCAFG00000009721
ALDH16A1,ENSG00000161618,ENSMFAG00000038585,ENSMUSG00000007833,ENSRNOG00000020623,ENSCAFG00000003649
ALDH1A2,ENSG00000128918,ENSMFAG00000037327,ENSMUSG00000013584,ENSRNOG00000055049,ENSCAFG00000016466
ALDH1A3,ENSG00000184254,ENSMFAG00000041683,ENSMUSG00000015134,ENSRNOG00000052070,ENSCAFG00000010617
ALDH1B1,ENSG00000137124,ENSMFAG00000018664,ENSMUSG00000035561,ENSRNOG00000011497,ENSCAFG00000002400
ALDH1L1,ENSG00000144908,ENSMFAG00000039810,ENSMUSG00000030088,ENSRNOG00000047023,ENSCAFG00000029966
ALDH1L2,ENSG00000136010,ENSMFAG00000040964,ENSMUSG00000020256,ENSRNOG00000008586,ENSCAFG00000001911
ALDH3A1,ENSG00000108602,ENSMFAG00000043076,ENSMUSG00000019102,ENSRNOG00000002331,ENSCAFG00000018146
ALDH3A2,ENSG00000072210,ENSMFAG00000032076,ENSMUSG00000010025,ENSRNOG00000002342,ENSCAFG00000018166
ALDH3B1,ENSG00000006534,ENSMFAG00000001507,ENSMUSG00000024885,ENSRNOG00000017512,ENSCAFG00000011171
ALDH4A1,ENSG00000159423,ENSMFAG00000036115,ENSMUSG00000028737,ENSRNOG00000061876,ENSCAFG00000015468
ALDH5A1,ENSG00000112294,ENSMFAG00000044209,ENSMUSG00000035936,ENSRNOG00000023538,ENSCAFG00000010366
ALDH6A1,ENSG00000119711,ENSMFAG00000039673,ENSMUSG00000021238,ENSRNOG00000011419,ENSCAFG00000016901
ALDH8A1,ENSG00000118514,ENSMFAG00000037548,ENSMUSG00000037542,ENSRNOG00000014907,ENSCAFG00000000221
ALDH9A1,ENSG00000143149,ENSMFAG00000033280,ENSMUSG00000026687,ENSRNOG00000004027,ENSCAFG00000013422
ALDOB,ENSG00000136872,ENSMFAG00000031432,ENSMUSG00000028307,ENSRNOG00000006807,ENSCAFG00000002598
ALDOC,ENSG00000109107,ENSMFAG00000031336,ENSMUSG00000017390,ENSRNOG00000011452,ENSCAFG00000018719
ALG11,ENSG00000253710,ENSMFAG00000033204,ENSMUSG00000063362,ENSRNOG00000012841,ENSCAFG00000004252
ALG12,ENSG00000182858,ENSMFAG00000040634,ENSMUSG00000035845,ENSRNOG00000004591,ENSCAFG00000000711
ALG14,ENSG00000172339,ENSMFAG00000031498,ENSMUSG00000039887,ENSRNOG00000011528,ENSCAFG00000020102
ALG2,ENSG00000119523,ENSMFAG00000002997,ENSMUSG00000039740,ENSRNOG00000006369,ENSCAFG00000002532
ALG3,ENSG00000214160,ENSMFAG00000001621,ENSMUSG00000033809,ENSRNOG00000001712,ENSCAFG00000012444
ALG5,ENSG00000120697,ENSMFAG00000019220,ENSMUSG00000036632,ENSRNOG00000058694,ENSCAFG00000006124
ALG6,ENSG00000088035,ENSMFAG00000041396,ENSMUSG00000073792,ENSRNOG00000009045,ENSCAFG00000018706
ALG8,ENSG00000159063,ENSMFAG00000002110,ENSMUSG00000035704,ENSRNOG00000012292,ENSCAFG00000004822
ALK,ENSG00000171094,ENSMFAG00000032798,ENSMUSG00000055471,ENSRNOG00000008683,ENSCAFG00000005297
ALKBH1,ENSG00000100601,ENSMFAG00000001551,ENSMUSG00000079036,ENSRNOG00000012264,ENSCAFG00000017229
ALKBH2,ENSG00000189046,ENSMFAG00000003561,ENSMUSG00000044339,ENSRNOG00000028584,ENSCAFG00000011152
ALKBH3,ENSG00000166199,ENSMFAG00000031334,ENSMUSG00000040174,ENSRNOG00000021678,ENSCAFG00000006657
ALKBH4,ENSG00000160993,ENSMFAG00000001499,ENSMUSG00000039754,ENSRNOG00000001428,ENSCAFG00000013712
ALKBH5,ENSG00000091542,ENSMFAG00000001517,ENSMUSG00000042650,ENSRNOG00000028341,ENSCAFG00000018315
ALKBH7,ENSG00000125652,ENSMFAG00000045978,ENSMUSG00000002661,ENSRNOG00000047089,ENSCAFG00000018693
ALKBH8,ENSG00000137760,ENSMFAG00000003178,ENSMUSG00000025899,ENSRNOG00000024525,ENSCAFG00000014696
ALMS1,ENSG00000116127,ENSMFAG00000038592,ENSMUSG00000063810,ENSRNOG00000022343,ENSCAFG00000008827
ALOX12,ENSG00000108839,ENSMFAG00000039492,ENSMUSG00000000320,ENSRNOG00000027037,ENSCAFG00000023006
ALOX12B,ENSG00000179477,ENSMFAG00000001379,ENSMUSG00000032807,ENSRNOG00000022210,ENSCAFG00000023464
ALOX15,ENSG00000161905,ENSMFAG00000045049,ENSMUSG00000018924,ENSRNOG00000019183,ENSCAFG00000015949
ALOX15B,ENSG00000179593,ENSMFAG00000002960,ENSMUSG00000020891,ENSRNOG00000007778,ENSCAFG00000016928
ALOX5,ENSG00000012779,ENSMFAG00000021649,ENSMUSG00000025701,ENSRNOG00000012972,ENSCAFG00000006948
ALOX5AP,ENSG00000132965,ENSMFAG00000032586,ENSMUSG00000060063,ENSRNOG00000000907,ENSCAFG00000006585
ALOXE3,ENSG00000179148,ENSMFAG00000042832,ENSMUSG00000020892,ENSRNOG00000007454,ENSCAFG00000016949
ALPK1,ENSG00000073331,ENSMFAG00000035373,ENSMUSG00000028028,ENSRNOG00000022636,ENSCAFG00000011670
ALPK2,ENSG00000198796,ENSMFAG00000041202,ENSMUSG00000032845,ENSRNOG00000017421,ENSCAFG00000000107
ALPK3,ENSG00000136383,ENSMFAG00000035796,ENSMUSG00000038763,ENSRNOG00000011659,ENSCAFG00000012927
ALPL,ENSG00000162551,ENSMFAG00000039118,ENSMUSG00000028766,ENSRNOG00000013954,ENSCAFG00000014853
ALS2,ENSG00000003393,ENSMFAG00000039968,ENSMUSG00000026024,ENSRNOG00000023280,ENSCAFG00000012360
ALS2CL,ENSG00000178038,ENSMFAG00000034134,ENSMUSG00000044037,ENSRNOG00000033921,ENSCAFG00000013696
ALS2CR12,ENSG00000155749,ENSMFAG00000003322,ENSMUSG00000047528,ENSRNOG00000024917,ENSCAFG00000012188
ALX3,ENSG00000156150,ENSMFAG00000000542,ENSMUSG00000014603,ENSRNOG00000018290,ENSCAFG00000019795
ALX4,ENSG00000052850,ENSMFAG00000002075,ENSMUSG00000040310,ENSRNOG00000000008,ENSCAFG00000009453
AMACR,ENSG00000242110,ENSMFAG00000032307,ENSMUSG00000022244,ENSRNOG00000018662,ENSCAFG00000029613
AMBP,ENSG00000106927,ENSMFAG00000041195,ENSMUSG00000028356,ENSRNOG00000006889,ENSCAFG00000003303
AMBRA1,ENSG00000110497,ENSMFAG00000002000,ENSMUSG00000040506,ENSRNOG00000017422,ENSCAFG00000009193
AMDHD1,ENSG00000139344,ENSMFAG00000046264,ENSMUSG00000015890,ENSRNOG00000005266,ENSCAFG00000006406
AMER1,ENSG00000184675,ENSMFAG00000042356,ENSMUSG00000050332,ENSRNOG00000007984,ENSCAFG00000016549
AMER2,ENSG00000165566,ENSMFAG00000021323,ENSMUSG00000021986,ENSRNOG00000013623,ENSCAFG00000032600
AMFR,ENSG00000159461,ENSMFAG00000042034,ENSMUSG00000031751,ENSRNOG00000055446,ENSCAFG00000009169
