HOG	OG	Gene Tree Parent Clade	Canislupusfamiliaris	Homosapiens	Macacafascicularis	Musmusculus	Rattusnorvegicus
N0.HOG0000052	OG0000007	n0				ENSMUSG00000093853.1, ENSMUSG00000096601.1, ENSMUSG00000095191.1, ENSMUSG00000094748.1, ENSMUSG00000096761.1, ENSMUSG00000096737.1, ENSMUSG00000094298.1, ENSMUSG00000094981.1, ENSMUSG00000096304.1, ENSMUSG00000096152.1, ENSMUSG00000094545.1, ENSMUSG00000094542.1, ENSMUSG00000094700.1, ENSMUSG00000094879.1, ENSMUSG00000091638.2, ENSMUSG00000094010.1, ENSMUSG00000093871.1, ENSMUSG00000095745.1, ENSMUSG00000095931.1, ENSMUSG00000094001.1, ENSMUSG00000096663.1, ENSMUSG00000095275.1, ENSMUSG00000095383.1, ENSMUSG00000096903.1, ENSMUSG00000094931.1, ENSMUSG00000094221.1, ENSMUSG00000094934.1, ENSMUSG00000095064.1, ENSMUSG00000095758.1, ENSMUSG00000095309.1, ENSMUSG00000074311.3, ENSMUSG00000094284.1, ENSMUSG00000095619.1, ENSMUSG00000074322.5, ENSMUSG00000095543.2, ENSMUSG00000096386.1, ENSMUSG00000095962.1, ENSMUSG00000095358.1, ENSMUSG00000094735.1, ENSMUSG00000095973.1, ENSMUSG00000093941.1, ENSMUSG00000095768.1, ENSMUSG00000095163.1, ENSMUSG00000096073.1, ENSMUSG00000095081.1, ENSMUSG00000094149.1, ENSMUSG00000095984.1, ENSMUSG00000095837.1, ENSMUSG00000094757.1, ENSMUSG00000094589.1, ENSMUSG00000095201.2, ENSMUSG00000096071.1, ENSMUSG00000094905.1, ENSMUSG00000094208.1, ENSMUSG00000094385.1, ENSMUSG00000091435.1, ENSMUSG00000095273.1, ENSMUSG00000092456.2, ENSMUSG00000097425.3, ENSMUSG00000092473.4, ENSMUSG00000046924.4, ENSMUSG00000062598.3, ENSMUSG00000118318.1, ENSMUSG00000100586.2, ENSMUSG00000074291.3, ENSMUSG00000096348.1, ENSMUSG00000096871.1, ENSMUSG00000094762.1, ENSMUSG00000094085.1, ENSMUSG00000096813.1, ENSMUSG00000092297.1, ENSMUSG00000096513.1, ENSMUSG00000094680.1, ENSMUSG00000096164.1, ENSMUSG00000094011.1, ENSMUSG00000093890.1, ENSMUSG00000096760.1, ENSMUSG00000094532.1, ENSMUSG00000093986.1, ENSMUSG00000093917.1, ENSMUSG00000095806.1	
N0.HOG0000053	OG0000008	n4	ENSCAFG00000044000.1, ENSCAFG00000031494.1, ENSCAFG00000043731.1	ENSG00000278588.2	ENSMFAG00000013566.1		ENSRNOG00000059382.1, ENSRNOG00000021198.4
N0.HOG0000054	OG0000008	n10	ENSCAFG00000044027.1	ENSG00000274290.3			
N0.HOG0000055	OG0000008	n20		ENSG00000158373.8	ENSMFAG00000028437.1	ENSMUSG00000114279.1	ENSRNOG00000060769.1
N0.HOG0000056	OG0000008	n23		ENSG00000273703.2		ENSMUSG00000069308.7	ENSRNOG00000058187.1, ENSRNOG00000054296.1
N0.HOG0000057	OG0000008	n26	ENSCAFG00000046600.1	ENSG00000276410.4, ENSG00000274559.3, ENSG00000234289.6	ENSMFAG00000030048.1	ENSMUSG00000075031.4	ENSRNOG00000059949.1
N0.HOG0000058	OG0000008	n34	ENSCAFG00000045037.1, ENSCAFG00000049795.1	ENSG00000184678.10	ENSMFAG00000030282.1		
N0.HOG0000059	OG0000008	n37	ENSCAFG00000030731.2	ENSG00000203814.6, ENSG00000275713.2, ENSG00000274641.2	ENSMFAG00000003396.1, ENSMFAG00000004158.1	ENSMUSG00000105827.1	
N0.HOG0000060	OG0000008	n46		ENSG00000185130.5		ENSMUSG00000068854.7	ENSRNOG00000045753.2, ENSRNOG00000053845.1
N0.HOG0000061	OG0000008	n51	ENSCAFG00000024336.2		ENSMFAG00000028881.1	ENSMUSG00000056895.4	ENSRNOG00000043419.1
N0.HOG0000062	OG0000008	n54	ENSCAFG00000024333.1	ENSG00000285449.1, ENSG00000196890.4	ENSMFAG00000023146.1	ENSMUSG00000069300.3, ENSMUSG00000095217.1, ENSMUSG00000069268.4, ENSMUSG00000094338.1	ENSRNOG00000031790.3
N0.HOG0000063	OG0000008	n62	ENSCAFG00000029200.2		ENSMFAG00000040554.1	ENSMUSG00000069307.7, ENSMUSG00000069303.7	
N0.HOG0000064	OG0000008	n67	ENSCAFG00000042028.1		ENSMFAG00000002704.1		
N0.HOG0000065	OG0000008	n69	ENSCAFG00000045329.1		ENSMFAG00000033384.1		
N0.HOG0000066	OG0000008	n70	ENSCAFG00000042780.1, ENSCAFG00000050001.1, ENSCAFG00000028672.1	ENSG00000124635.9, ENSG00000197903.8	ENSMFAG00000008304.1, ENSMFAG00000030441.1		
N0.HOG0000067	OG0000008	n76	ENSCAFG00000030570.1	ENSG00000180596.7	ENSMFAG00000030755.1	ENSMUSG00000047246.7	
N0.HOG0000068	OG0000009	n1		ENSG00000282399.1, ENSG00000280411.1, ENSG00000211973.2, ENSG00000282350.1, ENSG00000211961.3, ENSG00000282776.1, ENSG00000211968.3, ENSG00000282337.1, ENSG00000211935.3, ENSG00000282213.1, ENSG00000211945.2, ENSG00000282716.1	ENSMFAG00000024516.1, ENSMFAG00000033837.1, ENSMFAG00000000026.1, ENSMFAG00000040718.1, ENSMFAG00000003739.1	ENSMUSG00000095416.6, ENSMUSG00000094502.5, ENSMUSG00000095197.6, ENSMUSG00000094198.2, ENSMUSG00000094087.1, ENSMUSG00000095204.6, ENSMUSG00000094124.5, ENSMUSG00000096074.2, ENSMUSG00000096767.2, ENSMUSG00000093894.1, ENSMUSG00000095589.2, ENSMUSG00000094088.2, ENSMUSG00000095200.2, ENSMUSG00000095442.1, ENSMUSG00000094694.6, ENSMUSG00000094787.2, ENSMUSG00000096672.1, ENSMUSG00000095127.2, ENSMUSG00000094075.1, ENSMUSG00000094689.1, ENSMUSG00000096326.2, ENSMUSG00000096150.1, ENSMUSG00000095889.1, ENSMUSG00000093896.2, ENSMUSG00000102313.1, ENSMUSG00000094862.2, ENSMUSG00000096020.2, ENSMUSG00000094940.1, ENSMUSG00000095519.2, ENSMUSG00000096452.2	ENSRNOG00000050143.2, ENSRNOG00000048062.1, ENSRNOG00000053487.1, ENSRNOG00000048384.1, ENSRNOG00000049315.2, ENSRNOG00000050489.2, ENSRNOG00000050561.2, ENSRNOG00000050708.1, ENSRNOG00000030235.4, ENSRNOG00000050652.1, ENSRNOG00000046401.1, ENSRNOG00000047011.1
N0.HOG0000069	OG0000009	n59	ENSCAFG00000046928.1, ENSCAFG00000044868.1, ENSCAFG00000045759.1	ENSG00000211934.3, ENSG00000282550.1, ENSG00000288165.1, ENSG00000281179.1, ENSG00000270505.1, ENSG00000288190.1, ENSG00000211962.2, ENSG00000282131.1, ENSG00000277282.1, ENSG00000188403.7, ENSG00000288375.1, ENSG00000282284.1, ENSG00000211950.2, ENSG00000281990.1, ENSG00000275148.2	ENSMFAG00000040920.1, ENSMFAG00000020899.1		
N0.HOG0000070	OG0000010	n0	ENSCAFG00000046771.1	ENSG00000211959.2, ENSG00000282579.1, ENSG00000224373.3, ENSG00000282691.1, ENSG00000211956.2, ENSG00000276491.2, ENSG00000231475.3, ENSG00000282404.1, ENSG00000278082.3, ENSG00000211970.3, ENSG00000282451.1, ENSG00000275063.1, ENSG00000282726.1, ENSG00000211952.3, ENSG00000278263.2, ENSG00000288413.1, ENSG00000259261.2, ENSG00000288313.1, ENSG00000276775.1, ENSG00000282223.1	ENSMFAG00000007132.1, ENSMFAG00000042226.1, ENSMFAG00000003260.1, ENSMFAG00000003736.1, ENSMFAG00000010465.1, ENSMFAG00000034254.1, ENSMFAG00000023409.1, ENSMFAG00000033312.1, ENSMFAG00000003318.1, ENSMFAG00000007216.1	ENSMUSG00000076674.2, ENSMUSG00000076670.4, ENSMUSG00000094029.2, ENSMUSG00000103939.1, ENSMUSG00000076672.7, ENSMUSG00000093838.1, ENSMUSG00000076676.2, ENSMUSG00000096498.3, ENSMUSG00000095866.1, ENSMUSG00000096464.2, ENSMUSG00000096670.1, ENSMUSG00000095565.2, ENSMUSG00000096638.2, ENSMUSG00000094164.2, ENSMUSG00000076646.3, ENSMUSG00000096824.2	ENSRNOG00000031918.5, ENSRNOG00000030812.5, ENSRNOG00000029121.4, ENSRNOG00000049870.2, ENSRNOG00000058753.1, ENSRNOG00000046572.2, ENSRNOG00000059199.1, ENSRNOG00000058426.1, ENSRNOG00000047103.1, ENSRNOG00000059953.1, ENSRNOG00000052050.1, ENSRNOG00000055807.1, ENSRNOG00000055620.1, ENSRNOG00000045984.2, ENSRNOG00000057421.1, ENSRNOG00000060552.1, ENSRNOG00000051694.1, ENSRNOG00000053719.1, ENSRNOG00000056689.1, ENSRNOG00000050859.1, ENSRNOG00000046011.3, ENSRNOG00000052069.1, ENSRNOG00000052619.1, ENSRNOG00000060451.1, ENSRNOG00000056495.1, ENSRNOG00000047622.2, ENSRNOG00000061647.1, ENSRNOG00000050972.2, ENSRNOG00000047577.2, ENSRNOG00000045786.2, ENSRNOG00000047785.2
N0.HOG0000071	OG0000011	n0				ENSMUSG00000101155.6, ENSMUSG00000101158.1, ENSMUSG00000101933.1, ENSMUSG00000101766.1, ENSMUSG00000094399.7, ENSMUSG00000094616.7, ENSMUSG00000095979.7, ENSMUSG00000096902.7, ENSMUSG00000096016.7, ENSMUSG00000096769.7, ENSMUSG00000094647.7, ENSMUSG00000094821.7, ENSMUSG00000095606.7, ENSMUSG00000093993.7, ENSMUSG00000101157.1, ENSMUSG00000101146.1, ENSMUSG00000099894.1, ENSMUSG00000100055.1, ENSMUSG00000099541.1, ENSMUSG00000099782.1, ENSMUSG00000094746.7, ENSMUSG00000102045.1, ENSMUSG00000100045.1, ENSMUSG00000095153.7, ENSMUSG00000099840.1, ENSMUSG00000102668.1, ENSMUSG00000094570.7, ENSMUSG00000095793.7, ENSMUSG00000100856.1, ENSMUSG00000101286.1, ENSMUSG00000100535.1, ENSMUSG00000103919.1, ENSMUSG00000100645.1, ENSMUSG00000100939.1, ENSMUSG00000102122.1, ENSMUSG00000100892.1, ENSMUSG00000100902.1, ENSMUSG00000100485.1, ENSMUSG00000100338.2, ENSMUSG00000101915.1, ENSMUSG00000100240.1, ENSMUSG00000101928.1, ENSMUSG00000101399.1, ENSMUSG00000095135.7, ENSMUSG00000099856.1, ENSMUSG00000100708.1, ENSMUSG00000100972.1, ENSMUSG00000100032.1, ENSMUSG00000100726.1, ENSMUSG00000101243.1, ENSMUSG00000101396.1, ENSMUSG00000054626.11, ENSMUSG00000103528.1, ENSMUSG00000095578.7, ENSMUSG00000099740.1, ENSMUSG00000099792.1, ENSMUSG00000099925.1, ENSMUSG00000101528.1, ENSMUSG00000100231.1, ENSMUSG00000099531.1, ENSMUSG00000096650.7, ENSMUSG00000093895.7, ENSMUSG00000103371.1, ENSMUSG00000104191.1, ENSMUSG00000100608.1, ENSMUSG00000101471.1, ENSMUSG00000100467.1, ENSMUSG00000094789.7, ENSMUSG00000095011.7, ENSMUSG00000100667.1, ENSMUSG00000094181.7, ENSMUSG00000095263.7, ENSMUSG00000096626.7, ENSMUSG00000094782.7, ENSMUSG00000096178.7, ENSMUSG00000095141.7, ENSMUSG00000101653.1	
N0.HOG0000072	OG0000012	n0				ENSMUSG00000111009.2	ENSRNOG00000059963.1, ENSRNOG00000048330.2, ENSRNOG00000060820.1, ENSRNOG00000047877.1, ENSRNOG00000049650.2, ENSRNOG00000052690.1, ENSRNOG00000056438.1, ENSRNOG00000061317.1, ENSRNOG00000051410.1, ENSRNOG00000057430.1, ENSRNOG00000053969.1, ENSRNOG00000052657.1, ENSRNOG00000053036.1, ENSRNOG00000050408.2, ENSRNOG00000054780.1, ENSRNOG00000048904.2, ENSRNOG00000048921.2, ENSRNOG00000050075.1, ENSRNOG00000048948.2, ENSRNOG00000045597.2, ENSRNOG00000057798.1, ENSRNOG00000052559.1, ENSRNOG00000060742.1, ENSRNOG00000049504.1, ENSRNOG00000059133.1, ENSRNOG00000055486.1, ENSRNOG00000056033.1, ENSRNOG00000047294.1, ENSRNOG00000057039.1, ENSRNOG00000000053.7, ENSRNOG00000061264.1, ENSRNOG00000050847.2, ENSRNOG00000052778.1, ENSRNOG00000059786.1, ENSRNOG00000050049.2, ENSRNOG00000053229.1, ENSRNOG00000037452.3, ENSRNOG00000030481.2, ENSRNOG00000030580.3, ENSRNOG00000055846.1, ENSRNOG00000055015.1, ENSRNOG00000048762.2, ENSRNOG00000034030.4, ENSRNOG00000045583.2, ENSRNOG00000058277.1, ENSRNOG00000060618.1, ENSRNOG00000005861.6, ENSRNOG00000010478.7, ENSRNOG00000058209.1, ENSRNOG00000056748.1, ENSRNOG00000059691.1, ENSRNOG00000054519.1, ENSRNOG00000048334.2, ENSRNOG00000057979.1, ENSRNOG00000048493.2, ENSRNOG00000050265.1, ENSRNOG00000047748.1, ENSRNOG00000052036.1, ENSRNOG00000059843.1, ENSRNOG00000031320.1, ENSRNOG00000050653.1, ENSRNOG00000050382.2, ENSRNOG00000053259.1, ENSRNOG00000032548.3, ENSRNOG00000030156.1, ENSRNOG00000012088.5, ENSRNOG00000031060.1
N0.HOG0000073	OG0000013	n7		ENSG00000276180.1		ENSMUSG00000061482.7	ENSRNOG00000048642.1
N0.HOG0000074	OG0000013	n9		ENSG00000273542.2		ENSMUSG00000069274.3	
N0.HOG0000075	OG0000013	n10		ENSG00000197238.5			ENSRNOG00000051891.1
N0.HOG0000076	OG0000013	n12			ENSMFAG00000030750.1	ENSMUSG00000069305.3	
N0.HOG0000077	OG0000013	n17	ENSCAFG00000029032.1, ENSCAFG00000024275.3, ENSCAFG00000029451.2		ENSMFAG00000009138.1	ENSMUSG00000091405.2, ENSMUSG00000060093.6	
N0.HOG0000078	OG0000013	n36			ENSMFAG00000013334.1		ENSRNOG00000048215.1
N0.HOG0000079	OG0000013	n49		ENSG00000197837.3	ENSMFAG00000010779.1		ENSRNOG00000050933.1
N0.HOG0000080	OG0000013	n51			ENSMFAG00000030781.1		ENSRNOG00000058444.1
N0.HOG0000081	OG0000013	n52	ENSCAFG00000030696.1	ENSG00000278637.2		ENSMUSG00000069306.5	ENSRNOG00000054017.1
N0.HOG0000082	OG0000013	n55	ENSCAFG00000024573.3		ENSMFAG00000030786.1		
N0.HOG0000083	OG0000013	n56	ENSCAFG00000032188.1	ENSG00000270882.2			
N0.HOG0000084	OG0000013	n57	ENSCAFG00000029066.1	ENSG00000277157.2		ENSMUSG00000060678.5	
N0.HOG0000085	OG0000013	n59			ENSMFAG00000030821.1	ENSMUSG00000069266.5	
N0.HOG0000086	OG0000013	n60			ENSMFAG00000011190.1	ENSMUSG00000064288.4	
N0.HOG0000087	OG0000013	n61			ENSMFAG00000010981.1		ENSRNOG00000045978.1
N0.HOG0000088	OG0000013	n62	ENSCAFG00000030825.1	ENSG00000274618.2		ENSMUSG00000060981.7	
N0.HOG0000089	OG0000014	n0		ENSG00000278201.4, ENSG00000274193.4, ENSG00000275732.4, ENSG00000274707.5, ENSG00000274143.1, ENSG00000275596.1, ENSG00000274676.1, ENSG00000288206.1, ENSG00000288357.1, ENSG00000276177.1, ENSG00000276392.1, ENSG00000288381.1, ENSG00000278116.1, ENSG00000288487.1, ENSG00000276686.1, ENSG00000275937.1, ENSG00000284089.3, ENSG00000275436.5, ENSG00000278481.1, ENSG00000283742.3, ENSG00000275946.5, ENSG00000278414.5, ENSG00000273498.4, ENSG00000283784.3, ENSG00000284562.3, ENSG00000283902.3, ENSG00000277355.4, ENSG00000284457.3, ENSG00000276979.5, ENSG00000277540.4, ENSG00000284460.1, ENSG00000274945.4, ENSG00000283869.1, ENSG00000284509.1, ENSG00000278606.4, ENSG00000274189.4, ENSG00000275237.4, ENSG00000276044.4, ENSG00000283961.1, ENSG00000189013.14, ENSG00000273575.4, ENSG00000284365.1, ENSG00000274232.4, ENSG00000275699.4, ENSG00000284013.2, ENSG00000277076.4, ENSG00000275848.1, ENSG00000274955.4, ENSG00000277850.4, ENSG00000283986.3, ENSG00000284340.3, ENSG00000275456.1, ENSG00000278271.1, ENSG00000277964.1, ENSG00000276779.1, ENSG00000278430.4, ENSG00000275317.4, ENSG00000277362.1, ENSG00000274609.1, ENSG00000284206.3, ENSG00000278074.1, ENSG00000277750.1	ENSMFAG00000044744.1		
N0.HOG0000090	OG0000015	n0		ENSG00000197617.9		ENSMUSG00000115507.1, ENSMUSG00000048697.4, ENSMUSG00000115170.1, ENSMUSG00000093755.2, ENSMUSG00000059375.5, ENSMUSG00000115467.1, ENSMUSG00000115482.1, ENSMUSG00000060699.2, ENSMUSG00000091012.2, ENSMUSG00000062905.2, ENSMUSG00000115236.1, ENSMUSG00000115701.1, ENSMUSG00000090346.2, ENSMUSG00000115792.1, ENSMUSG00000091734.2, ENSMUSG00000071428.2, ENSMUSG00000115253.1, ENSMUSG00000115644.1, ENSMUSG00000115404.1, ENSMUSG00000061208.6, ENSMUSG00000093696.1, ENSMUSG00000115181.1, ENSMUSG00000091541.2, ENSMUSG00000071893.7, ENSMUSG00000057981.5, ENSMUSG00000114982.1, ENSMUSG00000093376.1, ENSMUSG00000115091.1, ENSMUSG00000115668.1, ENSMUSG00000095670.2, ENSMUSG00000115199.1, ENSMUSG00000064259.2	ENSRNOG00000058204.1, ENSRNOG00000060630.1, ENSRNOG00000059448.1, ENSRNOG00000050376.1, ENSRNOG00000051609.1, ENSRNOG00000058994.1, ENSRNOG00000030085.1, ENSRNOG00000051995.1, ENSRNOG00000052591.1, ENSRNOG00000046199.1, ENSRNOG00000053451.1, ENSRNOG00000056406.1, ENSRNOG00000031987.1, ENSRNOG00000054721.1, ENSRNOG00000054359.1, ENSRNOG00000048807.1, ENSRNOG00000032672.2, ENSRNOG00000057171.1, ENSRNOG00000057572.1, ENSRNOG00000052492.1, ENSRNOG00000054054.1, ENSRNOG00000054932.1, ENSRNOG00000051513.1, ENSRNOG00000057387.1, ENSRNOG00000058549.1, ENSRNOG00000047591.1, ENSRNOG00000047851.2
N0.HOG0000091	OG0000016	n1	ENSCAFG00000042737.1	ENSG00000196230.13, ENSG00000235067.10, ENSG00000232575.10, ENSG00000229684.10	ENSMFAG00000003772.1	ENSMUSG00000001525.10	ENSRNOG00000061216.1
N0.HOG0000092	OG0000016	n15	ENSCAFG00000042390.1	ENSG00000137285.10, ENSG00000137267.6	ENSMFAG00000040993.1	ENSMUSG00000058672.7	ENSRNOG00000017558.6
N0.HOG0000093	OG0000016	n20	ENSCAFG00000009337.4		ENSMFAG00000044340.1	ENSMUSG00000045136.6	ENSRNOG00000017445.5
N0.HOG0000094	OG0000016	n28	ENSCAFG00000018832.4	ENSG00000176014.13	ENSMFAG00000040002.1	ENSMUSG00000001473.7	ENSRNOG00000018371.4
N0.HOG0000095	OG0000016	n32	ENSCAFG00000019808.4	ENSG00000198211.8, ENSG00000258947.7	ENSMFAG00000033629.1	ENSMUSG00000062380.4	ENSRNOG00000017209.6
N0.HOG0000096	OG0000016	n37	ENSCAFG00000032130.2	ENSG00000101162.4	ENSMFAG00000038605.1	ENSMUSG00000016255.5	ENSRNOG00000046151.2
N0.HOG0000097	OG0000016	n41		ENSG00000173213.9, ENSG00000261456.6	ENSMFAG00000001960.1, ENSMFAG00000046178.1, ENSMFAG00000032489.1, ENSMFAG00000032710.1, ENSMFAG00000043555.1		
N0.HOG0000098	OG0000016	n47	ENSCAFG00000018634.4	ENSG00000104833.12		ENSMUSG00000062591.5	ENSRNOG00000047505.2
N0.HOG0000099	OG0000016	n50	ENSCAFG00000019460.4	ENSG00000188229.6	ENSMFAG00000021762.1	ENSMUSG00000036752.4	ENSRNOG00000010170.5
N0.HOG0000100	OG0000016	n54	ENSCAFG00000000443.4	ENSG00000227739.10			
N0.HOG0000101	OG0000017	n0				ENSMUSG00000095797.8, ENSMUSG00000090512.8, ENSMUSG00000090487.8, ENSMUSG00000090764.8, ENSMUSG00000094578.8, ENSMUSG00000079378.8, ENSMUSG00000079409.8, ENSMUSG00000091148.7, ENSMUSG00000091700.7, ENSMUSG00000090643.8, ENSMUSG00000094929.1, ENSMUSG00000096023.1, ENSMUSG00000091114.1, ENSMUSG00000094460.7, ENSMUSG00000090627.8, ENSMUSG00000096197.1, ENSMUSG00000096869.7, ENSMUSG00000095015.7, ENSMUSG00000095686.7, ENSMUSG00000090539.8, ENSMUSG00000091400.1, ENSMUSG00000090547.1, ENSMUSG00000096470.1, ENSMUSG00000096685.7, ENSMUSG00000095360.7, ENSMUSG00000091494.8, ENSMUSG00000095056.7, ENSMUSG00000079371.9, ENSMUSG00000091022.8, ENSMUSG00000091882.8, ENSMUSG00000096183.7, ENSMUSG00000094021.7, ENSMUSG00000095533.7, ENSMUSG00000094706.7, ENSMUSG00000097853.1, ENSMUSG00000091227.1, ENSMUSG00000096039.8, ENSMUSG00000072739.4, ENSMUSG00000090364.1, ENSMUSG00000092036.2, ENSMUSG00000091185.1, ENSMUSG00000079380.4, ENSMUSG00000072738.3, ENSMUSG00000091814.1, ENSMUSG00000095368.7, ENSMUSG00000096901.7, ENSMUSG00000096839.7, ENSMUSG00000095024.8, ENSMUSG00000072726.3, ENSMUSG00000091676.1, ENSMUSG00000079389.10, ENSMUSG00000090404.7, ENSMUSG00000094811.7, ENSMUSG00000090472.8, ENSMUSG00000094258.7, ENSMUSG00000090827.8	
N0.HOG0000102	OG0000018	n0				ENSMUSG00000094052.2, ENSMUSG00000094294.2, ENSMUSG00000096122.2, ENSMUSG00000101053.1, ENSMUSG00000099530.1, ENSMUSG00000079806.2, ENSMUSG00000095950.2, ENSMUSG00000095032.2, ENSMUSG00000102739.1, ENSMUSG00000095148.2, ENSMUSG00000103468.1, ENSMUSG00000095452.2, ENSMUSG00000095267.2, ENSMUSG00000093903.6, ENSMUSG00000096820.2, ENSMUSG00000094813.2, ENSMUSG00000094325.7, ENSMUSG00000104267.1, ENSMUSG00000095900.2, ENSMUSG00000096036.2, ENSMUSG00000096223.2, ENSMUSG00000096706.2, ENSMUSG00000099550.6, ENSMUSG00000102388.5, ENSMUSG00000094729.2, ENSMUSG00000096686.2, ENSMUSG00000093927.2, ENSMUSG00000095520.2, ENSMUSG00000095508.2, ENSMUSG00000095242.2, ENSMUSG00000094739.2, ENSMUSG00000096666.2, ENSMUSG00000095867.2, ENSMUSG00000094556.2, ENSMUSG00000094679.2, ENSMUSG00000094773.2, ENSMUSG00000099861.1, ENSMUSG00000094575.2, ENSMUSG00000095785.2, ENSMUSG00000093950.2, ENSMUSG00000100634.1, ENSMUSG00000091077.3, ENSMUSG00000094838.2, ENSMUSG00000095172.2, ENSMUSG00000096898.2, ENSMUSG00000095634.2, ENSMUSG00000093868.2, ENSMUSG00000093848.2, ENSMUSG00000095650.2, ENSMUSG00000095302.2, ENSMUSG00000096268.2, ENSMUSG00000094484.2, ENSMUSG00000094081.2, ENSMUSG00000094660.2, ENSMUSG00000095324.2	
N0.HOG0000103	OG0000019	n0				ENSMUSG00000096728.1, ENSMUSG00000072822.2, ENSMUSG00000096139.4, ENSMUSG00000094741.1, ENSMUSG00000095728.1, ENSMUSG00000094560.1, ENSMUSG00000096236.1, ENSMUSG00000095475.1, ENSMUSG00000095503.4, ENSMUSG00000096230.4, ENSMUSG00000094043.2, ENSMUSG00000096066.4, ENSMUSG00000074720.1, ENSMUSG00000096680.1, ENSMUSG00000095570.1, ENSMUSG00000095718.2, ENSMUSG00000094337.7, ENSMUSG00000079423.6, ENSMUSG00000070677.8, ENSMUSG00000094474.1, ENSMUSG00000095954.4, ENSMUSG00000095523.1, ENSMUSG00000095763.1, ENSMUSG00000096756.1, ENSMUSG00000107392.1, ENSMUSG00000096044.4, ENSMUSG00000095074.4, ENSMUSG00000095666.1, ENSMUSG00000096259.2, ENSMUSG00000094722.1, ENSMUSG00000095996.4, ENSMUSG00000096550.1, ENSMUSG00000095505.1, ENSMUSG00000073497.6, ENSMUSG00000094791.1, ENSMUSG00000092073.8, ENSMUSG00000096742.1, ENSMUSG00000094836.1, ENSMUSG00000094887.1, ENSMUSG00000079424.8, ENSMUSG00000070686.10, ENSMUSG00000072813.5, ENSMUSG00000091585.2, ENSMUSG00000092166.2, ENSMUSG00000094383.1, ENSMUSG00000074011.4, ENSMUSG00000072814.10, ENSMUSG00000072821.4, ENSMUSG00000095076.1, ENSMUSG00000094303.1, ENSMUSG00000094195.2, ENSMUSG00000094172.1, ENSMUSG00000094855.1	
N0.HOG0000104	OG0000020	n0	ENSCAFG00000000487.5, ENSCAFG00000032222.2, ENSCAFG00000008234.5	ENSG00000206503.13, ENSG00000227715.11, ENSG00000235657.9, ENSG00000231834.10, ENSG00000223980.10, ENSG00000229215.9, ENSG00000224320.9, ENSG00000206505.13, ENSG00000204632.11, ENSG00000235346.9, ENSG00000235680.8, ENSG00000237216.8, ENSG00000276051.4, ENSG00000206506.10, ENSG00000233095.8, ENSG00000230413.9, ENSG00000233841.11, ENSG00000206435.10, ENSG00000206452.10, ENSG00000228299.9, ENSG00000237022.10, ENSG00000204525.16, ENSG00000225691.7, ENSG00000228964.10, ENSG00000224608.10, ENSG00000206450.11, ENSG00000232126.8, ENSG00000234745.11, ENSG00000223532.10	ENSMFAG00000032513.1, ENSMFAG00000038879.1, ENSMFAG00000040054.1, ENSMFAG00000000580.1, ENSMFAG00000000984.1, ENSMFAG00000035330.1, ENSMFAG00000040925.1, ENSMFAG00000031967.1, ENSMFAG00000042094.1, ENSMFAG00000013071.1, ENSMFAG00000046125.1, ENSMFAG00000035601.1, ENSMFAG00000037649.1, ENSMFAG00000037375.1, ENSMFAG00000044769.1, ENSMFAG00000041963.1, ENSMFAG00000001369.1, ENSMFAG00000045172.1, ENSMFAG00000003690.1, ENSMFAG00000045054.1		
N0.HOG0000105	OG0000021	n0				ENSMUSG00000068506.3, ENSMUSG00000072145.3, ENSMUSG00000091296.2, ENSMUSG00000079269.2, ENSMUSG00000095384.1, ENSMUSG00000091792.1, ENSMUSG00000092152.1, ENSMUSG00000095490.1, ENSMUSG00000091131.1, ENSMUSG00000090690.1, ENSMUSG00000091142.1, ENSMUSG00000095318.1, ENSMUSG00000092148.1, ENSMUSG00000094543.1, ENSMUSG00000090594.1, ENSMUSG00000091429.1, ENSMUSG00000094804.1, ENSMUSG00000095518.1, ENSMUSG00000092142.1, ENSMUSG00000094784.1, ENSMUSG00000091140.1, ENSMUSG00000096372.1, ENSMUSG00000091122.8, ENSMUSG00000095371.1, ENSMUSG00000095113.1, ENSMUSG00000094349.1, ENSMUSG00000091740.3, ENSMUSG00000095743.1, ENSMUSG00000091657.1, ENSMUSG00000093926.1, ENSMUSG00000093863.1, ENSMUSG00000095466.7, ENSMUSG00000093968.1, ENSMUSG00000095044.7, ENSMUSG00000091718.1, ENSMUSG00000093833.1, ENSMUSG00000095551.1, ENSMUSG00000091569.1, ENSMUSG00000091725.8, ENSMUSG00000096024.3, ENSMUSG00000090740.2, ENSMUSG00000094715.3, ENSMUSG00000090713.2, ENSMUSG00000091733.1, ENSMUSG00000091584.1, ENSMUSG00000090379.1, ENSMUSG00000095528.8, ENSMUSG00000095226.1, ENSMUSG00000072605.10, ENSMUSG00000114852.1, ENSMUSG00000090505.2, ENSMUSG00000093945.1	
N0.HOG0000106	OG0000022	n1	ENSCAFG00000000641.4	ENSG00000204388.7, ENSG00000215328.6, ENSG00000231555.4, ENSG00000234475.5, ENSG00000204389.10, ENSG00000237724.5, ENSG00000232804.5, ENSG00000212866.6, ENSG00000224501.5, ENSG00000235941.5	ENSMFAG00000039068.1, ENSMFAG00000000455.1	ENSMUSG00000090877.3, ENSMUSG00000091971.3	ENSRNOG00000050647.2, ENSRNOG00000045654.2
